doi,title,sentence,char_len
10.1038/s41467-019-11960-w,Cross-linked beta alumina nanowires with compact gel polymer electrolyte coating for ultra-stable sodium metal battery,"In recent years, sodium-ion batteries (SIBs) as a promising alternative to LIBs have attracted increasing attention due to the high natural abundance and low cost of Na resources .",180
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"After mounting the full cell, which comprises a cathode as the working electrode and hard carbon as the counter electrode, electrode-electrolyte interphases are formed (Figure 38).",180
10.1039/c5ta05769h,BNL-108557-2015-JA O3-type Layered Transition Metal Oxide Na(NiCoFeTi)i/4O2 as a High Rate and Long Cycle Life Cathode Material for Sodium Ion Batteries,X-ray diffraction and absorption characterizations revealed reversible phase transformations and electronic structural changes during the Na+ deintercalation/intercalation process.,180
10.1038/ncomms7929,Na+ intercalation pseudocapacitance in graphene-coupled titanium oxide enabling ultra-fast sodium storage and long-term cycling,"They possess an average voltage plateau at B0.8 V, revealing the structural stability and the high reversibility of the insertion/extraction of sodium ions within the host material.",181
10.1038/ncomms7954,P2-Na0.6[Cr0.6Ti0.4]O2 cation-disordered electrode for high-rate symmetric rechargeable sodium-ion batteries,Crystal structure of the P2-type is built of brucite-type edge-sharing octahedral layers containing transition metals with trigonal prismatic interlayer space containing sodium 37 .,181
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Hard carbons, which can be obtained from various precursors such as biomass, biopolymers, and synthetic polymers, have become the most appealing anode materials for these batteries.",181
10.1002/aenm.201501005,WlLEY-VCH Article type: Full Paper A novel high capacity positive electrode material with tunnel-type structure for aqueous sodium-ion batteries,"There are two types of tunnels in the structure: one is the small tunnel which is fully occupied by Na+ ions, the other is the large S-shape tunnel which is half filled by Na+ ions.",181
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications",This high-potential platform was associated with the local structure of defects within the vortex-layer stack of soft carbon and the high binding energy associated with sodium ions.,181
10.1021/acsaem.0c01614,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,This led us to hypothesize that the slope region capacity is due to sodium ion adsorption on disordered graphene layers and intercalation into graphene layers with suitable spacing.,181
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"In this study, the electrode volume expansion during cycling was investigated using in situ electrochemical dilatometry (ECD) as a novel technique to investigate sodium ion storage.",181
10.1002/adfm.201910327,Article type: Full Paper Ultralow-strain Zn-substituted Layered Oxide Cathode with Suppressed P2-O2 Transition for Stable Sodium Ion Storage,"To build such a correlation, we designed and successfully synthesized a series of Zn-substituted Na2/3ZnxMn1-xO2 materials with x = 0, 0.1, 0.15, 0.2, 0.25, 0.28, 0.3, respectively.",181
10.1021/acsaem.0c01614,Sodium Storage Mechanism Investigations through Structural Changes in Hard Carbons,"We assume that after all the existing interlayer spaces and defects reaches its maximum sodium storage capacity, pore filling starts corresponding to the low voltage plateau region.",181
10.1038/s41467-024-47522-y,Consummating ion desolvation in hard carbon anodes for reversible sodium storage,The morphology and mechanical behavior of the outer SEI on hard carbons were recorded in an AFM using tapping mode imaging with an antimony-doped silicon tip (BRUKER RTESPA-300-30).,181
10.1021/acs.accounts.2c00690,"Layered Oxide Cathodes for Sodium-Ion Batteries: Storage Mechanism, Electrochemistry, and Techno-economics","Sodium-ion batteries (NIBs), which possess a similar cell configuration and working mechanism, have already been proven as ideal alternatives for large-scale energy storage systems.",181
10.1002/aenm.201702403,"Challenges on Developing Electrodes, Electrolytes and Diagnostics tools to Understand and Advance Sodium-ion Batteries","Carbonate-based electrolytes, especially NaPF 6 in PCbased electrolytes, are mostly used in current SIB studies owing to their higher ionic conductivity and better thermal stability.",182
10.1002/adfm.201700856,Oxygen Vacancies Evoked Blue TiO2(B) Nanobelts with Efficiency Enhancement in Sodium Storage Behaviors,"These results signify OVs combined with carbon coating can enhance the electrochemical kinetics of B-TiO2(B) electrode, leading to more reversible sodium ion insertion or extraction.",182
10.1007/s41918-024-00215-y,"Recent Progress in Sodium-Ion Batteries: Advanced Materials, Reaction Mechanisms and Energy Applications",The relative symmetry trend of XRD and Raman curves also indicated that the prepared HCM material had an excellent reversibility of sodium storage during the charge-discharge course.,182
10.1038/s41467-022-32190-7,Fundamental investigations on the sodium-ion transport properties of mixed polyanion solid-state battery electrolytes,"Interestingly, Na-ion diffusivity and conductivity increase for increasing Na (and Si) concentrations up to x ~2.4, beyond which there is a drop in both diffusivity and conductivity.",182
10.1007/s40820-019-0311-z,Boosting Sodium Storage of Fe1−xS/MoS2 Composite via Heterointerface Engineering,"To further interpret the outstanding sodium storage performance of Fe 1-x S/MoS 2 heterostructure, kinetics analysis based on CV measurements at different scan rates was carried out.",182
10.1039/c4ta06467d,Recent developments in electrode materials for sodium-ion batteries,"The P2-type Na 2/3 [Fe 1/2 Mn 1/2 ]O 2 was able to deliver a reversible capacity of up to 190 mA h g À1 , compared to 124 mA h g À1 in O3-Na[Fe 1/2 Mn 1/2 ]O 2 , as shown in Fig. 3d.",182
10.1038/s41467-019-09170-5,NASICON-type air-stable and all-climate cathode for sodium-ion batteries with low cost and high-power density,The critical factor for a NASICON-type structure is the arrangement of sodium sites and whether the 3D diffusion pathways of Na + can be accessed with relatively low energy barriers.,182
10.1039/d0ee01363c,A revised mechanistic model for sodium insertion in hard carbons,"In the second cycle and beyond, with the addition of further Na, these 'occupied' heteroatom defects would still influence the local sodium storage, although with weaker effect (Fig.",182
10.1038/s41467-023-39385-6,Enabling long-cycling aqueous sodium-ion batteries via Mn dissolution inhibition using sodium ferrocyanide electrolyte additive,"In summary, we developed an aqueous ""water-in-salt"" electrolyte by introducing a cation-trapping agent (Na 4 Fe(CN) 6 ) that hinders Mn dissolution in Mn-based Prussian blue analogs.",182
10.5796/electrochemistry.85.179,Effect of Concentrated Electrolyte on Aqueous Sodium-ion Battery with Sodium Manganese Hexacyanoferrate Cathode,"As shown in Fig. 6(b), the aqueous sodium-ion battery exhibits 117, 98, 69, and 56 mAh g ¹1 discharge capacities at current densities of 2.0, 5.0, 10, and 20 mA cm ¹2 , respectively.",182
10.1038/s41467-017-00211-5,Alkaline earth metal vanadates as sodium-ion battery anodes,"To reflect the generality of alkaline earth metal vanadates as high-performance SIB anodes, we fabricated Sr-V-O nanowires (Supplementary Fig. 18) through a similar synthesis method.",182
10.1038/s41467-023-39637-5,Revealing the closed pore formation of waste wood-derived hard carbon for advanced sodium-ion battery,The similar phenomenon that the discharge capacity or plateau capacity varies with their closed pore content is also observed in other hard carbon electrodes (Supplementary Fig. 14).,182
10.1039/c4ee03361b,High-performance symmetric sodium-ion batteries using a new bipolar material O3-type Na 0.8 Ni 0.4 Ti 0.6 O 2,"Prior to full cells fabrication, the pre-sodiation of Na0.8Ni0.4Ti0.6O2 anode and pre-desodiation of Na0.8Ni0.4Ti0.6O2 cathode were performed to carry out the first cycle activation.",182
10.1039/c6sc02716d,Greigite Fe<sub>3</sub>S<sub>4</sub> as a new anode material for high-performance sodium-ion batteries,Transition metal dichalcogenide materials have been considered as promising anode materials for rechargeable sodium-ion batteries because of their high specific capacity and low cost.,183
10.5796/electrochemistry.85.179,Effect of Concentrated Electrolyte on Aqueous Sodium-ion Battery with Sodium Manganese Hexacyanoferrate Cathode,These positive results in aqueous LIBs encouraged us to study the concentration effect of aqueous electrolytes containing sodium ions on the practical electrochemical window of water.,183
10.1039/d3ta06641j,Research progress of Prussian blue and its analogues for cathodes of aqueous zinc ion batteries,"In the literature on sodium ion batteries, however, it has been discovered that removing all of the water from the PBA's structure will also have a negative effect on its performance.",183
10.1039/c6ee00640j,Life cycle assessment of sodium-ion batteries,"Anode and cathode production contribute about equal shares (12% each), with the main contributors being again the hard carbon precursor (10%) and the nickel carbonate production (9%).",183
10.1007/s40820-019-0311-z,Boosting Sodium Storage of Fe1−xS/MoS2 Composite via Heterointerface Engineering,DFT calculations were carried out to investigate the heterointerfacial behavior to present atomic-level verification for the superior sodium storage capability of the heterostructure.,183
10.1021/acsami.6b12542,High Temperature Carbonized Grass as a High Performance Sodium Ion Battery Anode,"To the best of our knowledge, such an excellent sodium ion storage performance of hard carbon for SIBs anode is rare, especially for the hard carbon without any activation procedures.",183
10.1002/aenm.202303833,Review: Insights on Hard Carbon Materials for Sodium‐Ion Batteries (SIBs): Synthesis – Properties – Performance Relationships,"Wang et al. 112 synthesized codoped hard carbon phosphorus/sulphur using a resorcinol-formaldehyde resin, a hard silica sacrificial template, and P-red and S powders as doping agents.",183
