doi,title,year,abstract,citations,source
10.1016/j.jelechem.2023.117801,Co3O4/nitrogen-doped graphene promise high-performance sodium-ion battery anode,2023,,6,crossref
10.1016/j.ijbiomac.2025.145541,Intrinsic pre-sodiation of lignin-based ultrafine carbon fibers for sodium-ion battery anode,2025,,5,crossref
10.1016/j.jpowsour.2016.05.101,Exploring the sodium storage mechanism in disodium terephthalate as anode for organic battery using density-functional theory calculations,2016,,51,crossref
10.1149/ma2016-02/5/812,Electro Chemical Properties of Hard Carbon Single Particles for Anode in Sodium Ion Batteries,2016,"<jats:p>Nowadays, Interest of lithium-ion batteries have been increasing for use many electronic equipment and electronic vehicles. But Lithium resources are unevenly distributed. Especially, mainly in South America, and the materials cost was steeply increased during the first decade of this century due to increasing global demand for lithium-ion accumulators. </jats:p>
               <jats:p>Sodium is the second-lightest and smallest alkali metal next to lithium and their electrochemical equiv",0,crossref
10.1016/j.ssi.2022.115927,Electrochemical performance of ZIF-derived Co3SnC0.7/Co3Sn2@NC with heterostructure as anode material for sodium-ion batteries,2022,,5,crossref
10.1007/s11581-024-06048-5,Hard carbon derived from pomegranate peels as anode material for sodium-ion batteries,2025,,4,crossref
10.1007/s11581-021-03968-4,Porous CuO/Cu2O heterostructured arrays as anode for high-performance sodium-ion batteries,2021,,14,crossref
10.1142/s1793292025500444,Fe<sub>2</sub>O<sub>3</sub> Nanoparticles on Hard Carbon as Anode of Sodium-Ion Batteries,2025,"<jats:p> Hard carbon is a commonly used anode material for sodium-ion batteries (SIBs) due to its high cycling stability. However, its specific capacity is limited due to its intercalation and de-intercalation mechanism. On the contrary, metal oxide has a higher specific capacity due to its conversation mechanism. However, its electric conductivity is low. In this work, a strategy of coating iron oxide (Fe<jats:sub>2</jats:sub>O[Formula: see text] nanoparticles on the surface of hard carbon is d",0,crossref
10.1016/j.carbon.2018.05.032,Hard carbons issued from date palm as efficient anode materials for sodium-ion batteries,2018,,149,crossref
10.1039/c6cc01057a,Ultrafine potassium titanate nanowires: a new Ti-based anode for sodium ion batteries,2016,"<p>The ultrafine K<sub>2</sub>Ti<sub>6</sub>O<sub>13</sub>nanowires growing perpendicularly to the Na<sup>+</sup>diffusion direction greatly shorten the Na<sup>+</sup>diffusion length, and thus can show high reactivity for sodium storage.</p>",56,crossref
10.1016/j.ensm.2025.104224,Two-dimensional Ⅳ-Ⅴ compound monolayers: First principles insights for sodium ion battery anode applications,2025,,5,crossref
10.1016/j.biombioe.2025.107646,Green peas pod derived hierarchical porous N-doped hard carbon as high performance anode for sodium ion battery,2025,,5,crossref
10.1039/c5ta05118e,Facile synthesis of high performance hard carbon anode materials for sodium ion batteries,2015,<p>Hard carbon materials with high reversible sodium storage capacities up to 430.5 mA h g<sup>−1</sup>and superior cycling stability were simply synthesized by one-step pyrolysis of shaddock peel for sodium-ion batteries.</p>,323,crossref
10.6060/ivkkt.20246710.12y,HARD CARBON BASED ON PHENOL FORMALDEHYDE RESIN AS AN ANODE MATERIAL  FOR SODIUM ION BATTERIES,2024,"<jats:p>This work is devoted to the development of anode material for sodium-ion batteries. Non-graphitizable carbon as known as hard carbon is most often used as such a material in research, since, unlike the situation with the problematic intercalation of sodium ions into graphite, here they can intercalate into pseudographitic domains and be reversibly adsorbed on surface edges, defects and nano-sized pores. In this research, samples of material for the anodes of sodium-ion batteries based on",2,crossref
10.1039/d4se00478g,Sulfur-doped carbon nanofibers as stable and high performance anode materials for sodium-ion batteries,2024,<jats:p>CNF-2S has good cycling performance in sodium ion half/full batteries.</jats:p>,6,crossref
10.1016/j.jpowsour.2015.04.048,Electrochemical reactions of layered niobate material as novel anode for sodium ion batteries,2015,,21,crossref
10.2139/ssrn.4030301,One-Pot Synthesis of Uniform Mose2 Nanoparticles as High Performance Anode Materials for Lithium/Sodium Ion Batteries,2022,,0,crossref
10.1149/ma2019-01/2/144,Current Collector Interface for Phase Changing Tin Anode in Sodium Ion Batteries: Insight from First Principles Calculations,2019,"<jats:p> 	Performance of an efficient and high capacity Lithium-ion battery (LIB) and Sodium-ion battery (NIB) greatly depends upon electrode-current collector interface. While copper (Cu) is most extensively used current collector at the anode end, it has been associated with numerous functional issues such as debonding, corrosion, strain accommodation, low flexibility, and high cost and weight. In this work, we investigate the comparative performance of Graphene with Cu as the current collecto",0,crossref
10.1016/j.carbon.2024.119744,A review of anode materials for sodium ion batteries,2025,,0,crossref
10.1016/j.electacta.2020.136030,Rational design of hollow tubular SnO2@TiO2 nanocomposites as anode of sodium ion batteries,2020,,43,crossref
10.1016/j.jelechem.2021.115420,Heterogeneous Fe-Ni-P nanosheet arrays as a potential anode for sodium ion batteries,2021,,25,crossref
10.1166/mex.2020.1831,Electrochemical performances of pyrolytic-cellulose for lithium and sodium ion batteries anode,2020,"<jats:p>At present, due to the depletion of fossil fuels and increasingly serious environmental problems, more and more attention has been paid to the development and application of functional nanostructured materials as renewable energy storage materials. Herein, lithium and sodium storage
 properties of hard carbons (HC) prepared by pyrolyzing cellulose were investigated. The orderliness and bonding mode of hard carbon were analyzed by X-Ray Diffraction and X-ray Photoelectron Spectroscopy. El",2,crossref
10.1007/s11581-024-05902-w,Progress of research on carbon-based anode materials for sodium-ion batteries,2024,,21,crossref
10.1007/s11581-020-03486-9,Achieving a high-performance P/C anode through P-O-C bond for sodium ion batteries,2020,,25,crossref
10.1016/j.electacta.2015.08.051,TiO 2 /carbon hollow spheres as anode materials for advanced sodium ion batteries,2015,,83,crossref
10.5185/amlett.2018.1871,Phosphorus/reduced graphene oxide nanocomposite for high-performance anode of sodium-ion batteries ,2018,,1,crossref
10.1149/ma2016-03/2/1124,In Situ TEM Investigation of Structural Evolution of Black Phosphorous Anode for Sodium Ion Batteries,2016,"<jats:p> 	Na-ion batteries have attracted enormous interest due to its low cost and the abundance of sodium in the earth, holding the potential to become the technology of choice for large-scale electrochemical energy storage. However, the investigation of suitable anode materials for Na-ion batteries is still in its infancy and few electrode materials meet the performance requirement for practical applications. Black phosphorous (BP), which possesses layered structure, is a promising anode mate",1,crossref
10.2139/ssrn.4085191,Water Based Hydrothermol Prepared Nvpf with Gelatin and Graphene Co-Modified as High-Performance Sodium Ion Battery,2022,,0,crossref
10.1149/ma2022-02642300mtgabs,Antimony Nanobelt Asymmetric Membranes for High Capacity Sodium Ion Battery Anodes,2022,"<jats:p>  	The standard lithium-ion battery (LIB) using graphite electrodes has become exceedingly important in today’s world. Everything from electric cars to solar energy storage systems need these batteries, and the capabilities and progress of these devices rely on the steady advancement of battery technology. However, lithium is a scarce resource and is projected to run out with the ever-increasing demand we are placing on it. For this reason, we are investigating sodium ion batteries (SIB)",0,crossref
10.1007/s11581-020-03835-8,Mesocarbon microbeads with superior anode performance for sodium-ion batteries,2020,,10,crossref
10.1021/acssuschemeng.9b06676,Green Synthesis of a Nanocrystalline Tin Disulfide-Reduced Graphene Oxide Anode from Ammonium Peroxostannate: a Highly Stable Sodium-Ion Battery Anode,2020,,24,crossref
10.1016/j.cjche.2024.05.022,The chance of sodium titanate anode for the practical sodium-ion batteries,2024,,6,crossref
10.1149/ma2017-02/5/448,Synthesis and Characterization of NaAlTi3O8 As a Novel Intercalation Anode Material for Sodium Ion Batteries,2017,<jats:p> 	Sodium ion batteries are being considered as an alternative to lithium ion batteries in large scale energy storage applications owing to the low cost. A novel titanate compound NaAlTi<jats:sub>3</jats:sub>O<jats:sub>8 </jats:sub>was successfully synthesized and tested as a promising intercalation anode material for sodium ion batteries. Powder X-ray diffraction (XRD) and refinement were used to analyze the crystal structure. Electrochemical cycling tests under a C/10 rate between 0.01-,0,crossref
10.20964/2019.02.57,Li and Na Storage Behaviours of MgFe2O4 Nanoparticles as Anode Materials for Lithium Ion and Sodium Ion Batteries,2019,,19,crossref
10.1016/j.ijoes.2024.100774,Preparation and electrochemical properties of nitrogen-doped starch hard carbon anode materials for lithium-ion battery,2024,,7,crossref
10.1016/j.jallcom.2022.167380,Effects of sodium salts on compatibility between Na2Ti3O7@C anode and electrolyte for sodium-ion batteries,2023,,27,crossref
10.1016/j.nanoen.2014.12.012,Bismuth: A new anode for the Na-ion battery,2015,,281,crossref
10.1149/ma2020-01502758mtgabs,The Effect of Epoxy Group on Ethylene Carbonate Decomposition at Carbon Anode of Sodium Ion Batteries: Theoretical Study,2020,"<jats:p>  	Sodium-ion batteries (SIBs) have received much attention as promising alternatives to Li-ion batteries as large scale and low-cost energy storage systems owing to close electrochemical similarity between lithium and sodium, and the natural abundance of sodium resources. However, many challenges must be overcome to make SIBs well-positioned in commercialization such as low cyclability, and low stability of the solid-electrolyte interphase (SEI) formation, results from the decomposition",0,crossref
10.1016/j.ceramint.2018.01.160,Nitrogen-doped carbon decorated NaTi2(PO4)3 composite as an anode for sodium-ion batteries with outstanding electrochemical performance,2018,,13,crossref
10.1016/j.diamond.2024.111737,Bamboo waste derived hard carbon as high performance anode for sodium-ion batteries,2024,,29,crossref
